UnitName,Power_dyn,Power_leak
T0_Unit_0_0,0.005480908991593458,0.0023180899713433666
T0_Unit_0_1,0.014282263806468697,2.809970938915032e-05
T0_Unit_0_2,0.009571682499935796,0.002839473634758369
T0_Unit_0_3,0.0004814891563154872,0.0006146888155503768
T0_Unit_0_4,0.013720895393308027,0.0007104396902598782
T0_Unit_0_5,0.010976189788957421,0.0001822393161053613
T0_Unit_0_6,0.009982015524817348,0.003091757196140972
T0_Unit_0_7,0.012521903933823565,0.0010700084157810406
T0_Unit_0_8,0.00882250363070181,0.0014328140730101291
T0_Unit_0_9,0.0018188105500086258,0.00019864657939446217
T0_Unit_0_10,0.015024449941391847,7.287827939845912e-05
T0_Unit_0_11,0.0014978868992823354,0.004025516047913822
T0_Unit_0_12,0.004632468182639406,0.002608354274481524
T0_Unit_0_13,0.017015690991083948,0.0028155378323968866
T0_Unit_0_14,0.016057550031228367,0.0004063405493345411
T0_Unit_0_15,0.010616318808041725,0.002459704126213978
T0_Unit_0_16,0.010995042149346332,0.0021867022264540218
T0_Unit_0_17,0.01436278810237833,0.0026833574213315603
T0_Unit_0_18,0.002081500813420737,0.0035308417879689503
T0_Unit_0_19,0.016262230328830934,4.980494707037733e-05
T0_Unit_0_20,0.008114651379658281,0.0007221194736191694
T0_Unit_0_21,0.003902991447567782,0.000333343496907622
T0_Unit_0_22,0.006057184280314003,0.0022671895088407826
T0_Unit_0_23,0.009696277883785544,0.0027988298917360644
T0_Unit_0_24,0.009259415235545805,0.0038722135079100493
T0_Unit_0_25,0.01576155866157887,0.001182527653051901
T0_Unit_0_26,0.012480863144158359,0.003618226529449146
T0_Unit_0_27,0.00732393315164069,0.0029229862612993786
T0_Unit_0_28,0.005139753709045213,0.0012662344235304123
T0_Unit_0_29,0.0018215703189547372,0.0014962829670924578
T0_Unit_0_30,0.015033732436772659,0.003768949127971274
T0_Unit_0_31,0.01113657541799935,0.0009721176429630122
T0_Unit_0_32,0.016822240753454235,0.0032161850380143494
T0_Unit_0_33,0.015268749014662719,0.002958264922278695
T0_Unit_0_34,6.417577827316788e-05,0.0007787999718252047
T0_Unit_0_35,0.0017627038809572078,0.00015510408495970755
T0_Unit_0_36,0.006759235435590593,0.003225922817547415
T0_Unit_0_37,0.005346401817072671,0.0038378546640014657
T0_Unit_0_38,0.0029570896715699437,0.0004117140256077371
T0_Unit_0_39,0.01493136041112366,0.0042269114404814255
T0_Unit_0_40,0.012881732597537646,0.0023715933273259484
T0_Unit_0_41,0.009208917729490887,0.0032717801013410195
T0_Unit_0_42,0.013774646455661628,0.0005748705299070827
T0_Unit_0_43,0.01423436442380096,0.0038994993515242887
T0_Unit_0_44,0.008789731114329158,0.0004353286119506552
T0_Unit_0_45,0.005487930521221681,0.0016390673117888468
T0_Unit_0_46,0.016933494952753512,0.004149031670117772
T0_Unit_0_47,0.009970027969179339,0.0019145290443112956
T0_Unit_0_48,0.006308972242775693,0.004136499058483823
T0_Unit_0_49,0.003916655921384776,0.0017168138738161522
T0_Unit_1_0,0.00615070593322554,0.002966280327721787
T0_Unit_1_1,0.014104923508091819,0.0004335620764948594
T0_Unit_1_2,0.012042169908185366,0.000902515346264167
T0_Unit_1_3,0.006016499381918438,0.001292550779262335
T0_Unit_1_4,0.007402795459278247,0.00055050069610198
T0_Unit_1_5,0.002604985976689386,0.002853564917551614
T0_Unit_1_6,0.016471802930246807,0.00391099926097817
T0_Unit_1_7,0.005997046215912146,0.0037478207760119502
T0_Unit_1_8,0.003785403317736117,1.289006391731209e-05
T0_Unit_1_9,0.0011581172382951481,0.00017153454158841785
T0_Unit_1_10,0.010910817287640897,0.0015160573728014595
T0_Unit_1_11,0.0021247534013500544,0.001946630471830965
T0_Unit_1_12,0.013024308110369188,0.0037233821151967206
T0_Unit_1_13,0.0003419480682380508,0.0013271240872621888
T0_Unit_1_14,0.0009464727821469853,0.0027176573895922964
T0_Unit_1_15,0.0008766339084862831,0.0036196681361017617
T0_Unit_1_16,0.005537777983707653,0.002316865330158424
T0_Unit_1_17,0.012696489978234563,0.003848233533031268
T0_Unit_1_18,0.014422190706692534,0.0020631206181539884
T0_Unit_1_19,0.0026473064531681123,0.0008030231949140233
T0_Unit_1_20,3.474412887961638e-05,0.0006193536214563306
T0_Unit_1_21,0.01673834315652432,0.000315212522291657
T0_Unit_1_22,0.001127033917865314,4.514863039320925e-05
T0_Unit_1_23,0.015713459522879034,0.0002870365598217916
T0_Unit_1_24,0.01088025184748523,0.0011751242324321127
T0_Unit_1_25,0.010829842328493355,0.004098283570623013
T0_Unit_1_26,0.014834445430634844,0.0002878026606604924
T0_Unit_1_27,0.0008499992219908306,0.003765888776494216
T0_Unit_1_28,0.006813714289062962,0.0019018389257394765
T0_Unit_1_29,0.014582975569440416,0.0004116896608840582
T0_Unit_1_30,0.005782540756100221,0.0003161872315466904
T0_Unit_1_31,0.008983843676867413,0.002005565778047332
T0_Unit_1_32,0.0012325037904770872,0.002431214528476917
T0_Unit_1_33,0.010767863981143584,0.0013658653730053614
T0_Unit_1_34,0.00641178321584633,0.002770415042906127
T0_Unit_1_35,0.012023000438064126,0.0012481712439867268
T0_Unit_1_36,0.0078034794354706226,0.0012141372808425152
T0_Unit_1_37,0.011822438942611892,0.0031124285380977374
T0_Unit_1_38,0.008736942282637071,0.0037757329186008464
T0_Unit_1_39,0.0005937923780550447,0.0017656562215630166
T0_Unit_1_40,0.00448571117298343,0.00352310251975854
T0_Unit_1_41,0.00583567019473416,0.000668101365692453
T0_Unit_1_42,0.015774380569501267,0.003719329267268207
T0_Unit_1_43,0.0016597454689360155,0.0028557050830372004
T0_Unit_1_44,0.0016720136951216254,0.0014845455837398781
T0_Unit_1_45,0.015491691242498162,0.0017919046812315293
T0_Unit_1_46,0.014579901183942383,0.0018990763351718184
T0_Unit_1_47,0.005507105975180302,0.003153178444441327
T0_Unit_1_48,0.01316575919625603,0.0005978467156684855
T0_Unit_1_49,0.016022287889209893,0.0020620221189585545
T0_Unit_2_0,0.0018001059293486343,0.00025155321474054746
T0_Unit_2_1,0.0027472082951638813,0.004045412426229163
T0_Unit_2_2,0.004977541123451135,0.0006053885720165291
T0_Unit_2_3,0.014815780949401893,0.003835378339523487
T0_Unit_2_4,0.011838244412745454,2.8675319749066567e-06
T0_Unit_2_5,0.008995883398654078,0.004133372968063549
T0_Unit_2_6,0.01344175071738578,0.002930308003562402
T0_Unit_2_7,0.00917040032087161,0.000610968498874403
T0_Unit_2_8,0.005827728884479333,0.004227110870998747
T0_Unit_2_9,0.013005925593215109,0.0032233195783523457
T0_Unit_2_10,0.000148227512284336,0.002900265560326756
T0_Unit_2_11,0.012586396657458723,0.0019771148237406454
T0_Unit_2_12,0.00424136510724716,0.000286492775944006
T0_Unit_2_13,0.0002969164491030066,0.0035188144785362595
T0_Unit_2_14,0.013323828064888464,0.002788548703337037
T0_Unit_2_15,0.016509230183884328,0.0024350368542450443
T0_Unit_2_16,0.0013843104271350829,0.003436791309303465
T0_Unit_2_17,0.014620268263286643,0.000780868209654423
T0_Unit_2_18,0.010650277144189504,0.00323124756300631
T0_Unit_2_19,0.011967148447504449,0.0022471493539656055
T0_Unit_2_20,0.0010125964488685777,0.0032185492881583594
T0_Unit_2_21,0.009993535818369736,0.0037019699558965492
T0_Unit_2_22,0.0065385744082337195,0.004263890263190003
T0_Unit_2_23,0.001015797117508397,0.002582949955911152
T0_Unit_2_24,0.004919124160207002,0.0036638291771878715
T0_Unit_2_25,0.009526520407400594,0.0002264015320888723
T0_Unit_2_26,0.0013751148592517964,9.789767277429508e-06
T0_Unit_2_27,0.009859934470671987,0.000743104735966912
T0_Unit_2_28,0.007151061230316738,0.002273091027737195
T0_Unit_2_29,0.008518457080492658,0.0024195043841097304
T0_Unit_2_30,0.0062625061233750594,0.002042697694447875
T0_Unit_2_31,0.0006775646723677634,0.0021672603652948983
T0_Unit_2_32,0.008831930684874248,0.00022684687171604413
T0_Unit_2_33,0.0032667161655465403,0.0035753366996293828
T0_Unit_2_34,0.00650590381074764,0.001718637774994578
T0_Unit_2_35,0.016589272575693592,0.003137459899655707
T0_Unit_2_36,0.006274739985111014,0.0024603982750414565
T0_Unit_2_37,0.011183189216771819,0.0002743818370793142
T0_Unit_2_38,0.006958022579346364,0.0033995802719209737
T0_Unit_2_39,0.006207444641386334,0.0003189627191278964
T0_Unit_2_40,0.012159997704827811,0.00014524884896341923
T0_Unit_2_41,0.015689150661756766,0.003250357736593317
T0_Unit_2_42,0.010383827882030607,0.0012018769285446812
T0_Unit_2_43,0.0057844641800466655,9.114719482518586e-05
T0_Unit_2_44,0.01062121166317665,0.003511443268809756
T0_Unit_2_45,0.013570594057074939,0.002079218091125463
T0_Unit_2_46,0.012007098502388009,0.001934601709675681
T0_Unit_2_47,0.01700904971880647,0.0023681785449997813
T0_Unit_2_48,0.01364706821447307,0.002476876140966873
T0_Unit_2_49,0.003946688986924974,0.0010723346199372685
T0_Unit_3_0,0.011079395043415308,0.000963575510865988
T0_Unit_3_1,0.01163394361664913,0.0014246769299365472
T0_Unit_3_2,0.005693209510456227,0.004044832109565311
T0_Unit_3_3,0.000303741060270472,0.0025395081062538575
T0_Unit_3_4,0.0019945481146626046,0.0006398108565950652
T0_Unit_3_5,0.0038466738322362123,0.00125580784194487
T0_Unit_3_6,0.013302654845221995,0.00046383477077395155
T0_Unit_3_7,0.0008101305230465281,5.403663330201752e-05
T0_Unit_3_8,0.01264429703357885,0.002069234591108985
T0_Unit_3_9,0.013768155824473497,0.004089329179479374
T0_Unit_3_10,0.014666514376469342,0.0002745866974936806
T0_Unit_3_11,0.0012660590734055724,0.003573303983606864
T0_Unit_3_12,0.008953278069378737,0.0007319949017943635
T0_Unit_3_13,0.0006747596975881851,0.0025481815050555218
T0_Unit_3_14,0.014052867536192132,0.0018467356688006988
T0_Unit_3_15,0.0008329310638738195,0.0007362387125880239
T0_Unit_3_16,0.008540823505473015,0.0036255563171198337
T0_Unit_3_17,0.0017599155808028578,0.0030960125378996467
T0_Unit_3_18,0.007454931570186811,0.003674163465909347
T0_Unit_3_19,0.009779288197281263,0.0031701406645592844
T0_Unit_3_20,0.011024906933941758,0.00028085153307667486
T0_Unit_3_21,0.008336704377248559,0.0009963599451135578
T0_Unit_3_22,0.001925648825679512,0.003747715001752196
T0_Unit_3_23,0.0008274073013556655,0.0001237710813137912
T0_Unit_3_24,0.006139873069879661,0.0024146628517095776
T0_Unit_3_25,0.009718410610067313,0.001707012643079782
T0_Unit_3_26,0.014311306508779017,0.0027220318837038104
T0_Unit_3_27,0.00904772389155142,8.91667421940583e-06
T0_Unit_3_28,0.007453914757756808,0.00036623988402890545
T0_Unit_3_29,0.006529905852727714,0.004107077597453167
T0_Unit_3_30,0.0018227883573524678,0.0019062884035370346
T0_Unit_3_31,0.0014757833817067964,0.0002552847826592721
T0_Unit_3_32,0.007277605653188032,0.0035056581993233187
T0_Unit_3_33,0.005181641792346622,0.0040874496761525055
T0_Unit_3_34,0.005101766351189148,0.0016148707014525295
T0_Unit_3_35,0.0013926791296934211,0.0036611872603194676
T0_Unit_3_36,0.014372218282838328,0.0011379168680770145
T0_Unit_3_37,0.0016244399921832475,0.0039006647669295644
T0_Unit_3_38,0.004380071786124847,0.0014904132398614756
T0_Unit_3_39,0.013908499590288512,0.0029100475259458474
T0_Unit_3_40,0.014345974508990866,0.003650403415801728
T0_Unit_3_41,0.01599707146201654,0.0039239948785227035
T0_Unit_3_42,0.0006662040623349596,0.003777495766311846
T0_Unit_3_43,0.014220664372776349,0.00029740015613887003
T0_Unit_3_44,0.012636809365122929,0.003874691791967523
T0_Unit_3_45,0.003928774429018835,0.004275314408394229
T0_Unit_3_46,0.0067313774964144505,0.0037863547499377673
T0_Unit_3_47,0.004127656353089449,0.0008174946798266228
T0_Unit_3_48,0.016877313198311383,0.002476172941715689
T0_Unit_3_49,0.0012867732512982762,0.0020651889375114777
T0_Unit_4_0,0.0001655862728520477,0.001289027635990719
T0_Unit_4_1,0.008322232035411969,0.0009569705724319534
T0_Unit_4_2,0.004414153555345023,0.0018690007303720016
T0_Unit_4_3,0.016529182193893235,0.000137007152961279
T0_Unit_4_4,0.0011733950370595159,0.0027422830093150772
T0_Unit_4_5,0.00974822572515535,0.00016411020261893348
T0_Unit_4_6,0.0015896205578638757,0.0031272823742395485
T0_Unit_4_7,0.016137511162165115,0.0020102730899892395
T0_Unit_4_8,0.010348706508844124,0.004038552693751198
T0_Unit_4_9,0.01357880733584291,0.002369554013873108
T0_Unit_4_10,0.010914320749824772,0.0028830016565986995
T0_Unit_4_11,9.802553833886326e-05,0.002944423294303788
T0_Unit_4_12,0.0011984606745735176,0.0010192710199765905
T0_Unit_4_13,0.00666197643427576,0.0028574730982354056
T0_Unit_4_14,0.008729145316183863,0.0040888138246729
T0_Unit_4_15,0.001893565816703915,0.002812371469407125
T0_Unit_4_16,0.000554807846792164,0.0016027460692557946
T0_Unit_4_17,0.0006760590777941839,0.004116567277534389
T0_Unit_4_18,0.011494498601725378,0.0006396466066119648
T0_Unit_4_19,0.00010052434636105492,0.0003959674491750802
T0_Unit_4_20,0.010066208849022616,0.00285857635595479
T0_Unit_4_21,0.006361041692601977,0.00232573690391035
T0_Unit_4_22,0.011223927168804104,0.003920482379667751
T0_Unit_4_23,0.004283450189379438,0.001794665134900388
T0_Unit_4_24,0.0102912284900639,0.0005294121183594503
T0_Unit_4_25,0.01203005270593279,0.0016547632582465097
T0_Unit_4_26,0.01649923943267285,0.0025194897331856743
T0_Unit_4_27,0.00898748376668937,0.00015384010624320968
T0_Unit_4_28,0.0026769682758485333,0.00017075315127535845
T0_Unit_4_29,0.008788569069211789,0.0008603371858021345
T0_Unit_4_30,0.005207395604263146,0.0027882795325610593
T0_Unit_4_31,0.01415855146444208,0.00030216400368958407
T0_Unit_4_32,0.010836400868111143,0.0027900442831685396
T0_Unit_4_33,0.007808071452668774,0.004264583303115183
T0_Unit_4_34,0.01663676675501124,0.00230047720080229
T0_Unit_4_35,0.014874813941950374,0.001235296913908769
T0_Unit_4_36,0.004957040111900081,6.558934367136567e-05
T0_Unit_4_37,0.008730288785838815,0.003155652271358202
T0_Unit_4_38,0.015256062888009831,0.002794660268192718
T0_Unit_4_39,0.013602085808999465,0.000523338721760421
T0_Unit_4_40,0.004607901918493578,0.00285853606903544
T0_Unit_4_41,0.0059637479862978005,0.00024358854350235262
T0_Unit_4_42,0.009295594637134794,0.0022178149867099228
T0_Unit_4_43,0.0008763809222676711,0.002626721131657269
T0_Unit_4_44,0.013279003506231107,0.0029355830095134563
T0_Unit_4_45,0.016460595714255392,0.0037792286840793226
T0_Unit_4_46,0.015185823610129665,0.002786016339705825
T0_Unit_4_47,0.0015274881425055887,0.0005065405397412336
T0_Unit_4_48,0.014262880253834438,0.0008035852074061178
T0_Unit_4_49,0.009484190878430597,0.0005043441560032674
T0_Unit_5_0,0.011625810649338394,0.0024040539809575172
T0_Unit_5_1,0.002768985377966612,0.003458930612561293
T0_Unit_5_2,0.0013345895632912207,0.0028677662599311156
T0_Unit_5_3,0.009741640393653944,0.0033633939283841926
T0_Unit_5_4,0.0045222007079257255,0.0007337537937299257
T0_Unit_5_5,0.016916502741042477,0.0025292130040270493
T0_Unit_5_6,0.01551352471713563,0.0019899393068413336
T0_Unit_5_7,0.0005794550447711091,0.0018475250924375034
T0_Unit_5_8,0.0010233914446375497,0.002827748406670447
T0_Unit_5_9,0.001055599815706386,0.001171741812650576
T0_Unit_5_10,0.004830714525764754,0.003517155551206416
T0_Unit_5_11,0.0031161017999096698,0.0025629629637285317
T0_Unit_5_12,0.014582355155588492,0.00015526683906943447
T0_Unit_5_13,0.003901114545412143,0.0034777660687437518
T0_Unit_5_14,0.0006208303252296036,0.0012004430784798745
T0_Unit_5_15,0.01023578343906868,0.00013389289260725039
T0_Unit_5_16,4.571789601775134e-05,0.000428563891370053
T0_Unit_5_17,0.0025717057704959185,0.001344407869081302
T0_Unit_5_18,0.013607187125294901,1.7347691283484992e-05
T0_Unit_5_19,0.010967924716649735,0.003461668559524371
T0_Unit_5_20,0.005820538690803862,0.002083591830398318
T0_Unit_5_21,0.0063948028837483946,0.00318464522626383
T0_Unit_5_22,0.0016787863092452542,0.0026894202494878237
T0_Unit_5_23,0.015021838892907709,0.0008692853009684094
T0_Unit_5_24,0.012022696673588832,0.002330929671392286
T0_Unit_5_25,0.0007328100588658692,0.0005530794031956655
T0_Unit_5_26,0.012502762030061598,0.0026428459026141063
T0_Unit_5_27,0.0014740624687976066,0.0016420555106350843
T0_Unit_5_28,0.009033055439627919,0.0018070752791515302
T0_Unit_5_29,0.017046369006631697,0.0027626343452826817
T0_Unit_5_30,0.012646891851048971,0.0028328378313552957
T0_Unit_5_31,0.0006858860853678442,0.0024996732846317145
T0_Unit_5_32,0.01147632318156426,0.0012432898745693443
T0_Unit_5_33,0.002577990038002923,1.5005938351957982e-05
T0_Unit_5_34,0.006650506708064591,0.0003191371839297393
T0_Unit_5_35,0.012829781162484096,0.001649273415477977
T0_Unit_5_36,0.009392781989116358,0.0018763216244466303
T0_Unit_5_37,0.016154839536353025,0.0033728933135370393
T0_Unit_5_38,0.015387389642961106,0.0017569178947924279
T0_Unit_5_39,0.00981773140523891,0.00019862397235045177
T0_Unit_5_40,0.013319759686390929,0.002202525429598675
T0_Unit_5_41,0.008632343268079372,0.0014705639840874314
T0_Unit_5_42,0.014175172787789342,0.0006713866632558049
T0_Unit_5_43,0.002512229107704533,0.0013422045784457512
T0_Unit_5_44,0.003117080415889109,0.0030305248719178727
T0_Unit_5_45,0.0033368703715763635,0.0018232071485676175
T0_Unit_5_46,0.013332544034079078,0.0028220479122649344
T0_Unit_5_47,0.000652604989790894,0.0026105160882582768
T0_Unit_5_48,0.0022290210061264954,3.067580645184616e-05
T0_Unit_5_49,0.0017962958950272165,0.0001663220857399114
T0_Unit_6_0,0.000977254805884409,0.0015806300244802524
T0_Unit_6_1,0.006814785372493783,0.000364063283259125
T0_Unit_6_2,0.00014154905985982343,0.0036618137822084285
T0_Unit_6_3,0.015462190707688636,0.0026435593262124223
T0_Unit_6_4,0.00047441669753340345,0.0011420708392125194
T0_Unit_6_5,0.0006572199319679206,0.004016213611868156
T0_Unit_6_6,0.01619785741425558,0.003523144957990352
T0_Unit_6_7,0.0007561092807506603,0.0013220163655396063
T0_Unit_6_8,0.012220882595788345,0.0004260664133832346
T0_Unit_6_9,0.0011112268409734735,0.0020800077835129377
T0_Unit_6_10,0.006284834913400451,0.0025308906477249826
T0_Unit_6_11,0.012499026348452492,0.001881213056890779
T0_Unit_6_12,0.005939311454934757,0.001467757801007363
T0_Unit_6_13,0.011441055908084283,0.0020691661560120465
T0_Unit_6_14,0.0003028414030191963,0.0003957184102643947
T0_Unit_6_15,0.013226253107383316,0.003613775462359913
T0_Unit_6_16,0.012420667221036614,0.0020508345792252694
T0_Unit_6_17,0.013603589478433186,0.001393287374774111
T0_Unit_6_18,0.016421366714296493,0.0017679753259752704
T0_Unit_6_19,0.0021657591898038594,7.710003613252501e-05
T0_Unit_6_20,0.005816543641577958,0.00417426637255931
T0_Unit_6_21,0.005539957271135602,0.0017345021537576964
T0_Unit_6_22,0.016366139497112145,0.0009998981879196615
T0_Unit_6_23,0.01039026101965976,0.002544131890199415
T0_Unit_6_24,0.00339504383887466,0.0014248357769000974
T0_Unit_6_25,0.00096298791748729,0.00429849576790254
T0_Unit_6_26,0.0001878001954887024,0.004045746829273012
T0_Unit_6_27,0.012213838409320525,0.0004867030122088285
T0_Unit_6_28,0.0036403899480007716,0.002296381662090817
T0_Unit_6_29,0.0054127969253057314,0.000524175384617529
T0_Unit_6_30,0.0162475789788459,0.003388213772228281
T0_Unit_6_31,0.004579773932381908,0.003549160685437289
T0_Unit_6_32,0.0026882436493968587,0.003550821421756426
T0_Unit_6_33,0.007494122124636656,0.00303815666055615
T0_Unit_6_34,0.00971744460464733,0.002473128981872749
T0_Unit_6_35,0.01107466280742863,0.00042231198625309555
T0_Unit_6_36,0.00984129220594525,0.0038725161258764016
T0_Unit_6_37,0.0050624426066464105,0.003452970477160038
T0_Unit_6_38,0.0028162810893066093,0.00035002900736552954
T0_Unit_6_39,0.0017882016541905233,0.003980387395354188
T0_Unit_6_40,0.010518002141289331,0.001466868104159886
T0_Unit_6_41,0.013736240587692211,0.0038446835444396745
T0_Unit_6_42,0.010531241761778326,0.0025564529887180287
T0_Unit_6_43,0.008762272379654164,0.001038260354614174
T0_Unit_6_44,0.015129312523766206,0.0024077931123136984
T0_Unit_6_45,0.013322403154362429,0.003953880397241873
T0_Unit_6_46,0.008222126564169586,0.0006959662002946657
T0_Unit_6_47,0.014455120336362454,0.00021431909658421567
T0_Unit_6_48,0.003822186379104274,0.001347097964776191
T0_Unit_6_49,0.006171077970518823,0.00028268343012225925
T0_Unit_7_0,0.001165269661758696,0.00044964119330638406
T0_Unit_7_1,0.009243669394354791,0.002353766800791823
T0_Unit_7_2,0.0026025607193152175,0.0014868011170422362
T0_Unit_7_3,0.008308490995622498,1.7696844250437983e-05
T0_Unit_7_4,0.0019074495273898873,0.00026848835314962125
